MergeFragID	Chr	Start	End	nGEMs	ec	rankSE	MED1	GEMtype	PGI	TSS	Gene	LocusLen
PC3DM+_anchor557	chr1	43969031	43970920	3	FALSE	0	TRUE	ecTrans	P	IPO13;DPH2	AL357079.2;DPH2;IPO13	1889
PC3DM+_anchor558	chr1	43972808	43973964	1	FALSE	0	TRUE	ecTrans	P	DPH2;AL357079.2;ATP6V0B	AL357079.2;ATP6V0B;DPH2	1156
PC3DM+_anchor559	chr1	43974360	43975307	1	FALSE	0	TRUE	ecTrans	P	AL357079.2;ATP6V0B	AL357079.2;ATP6V0B;DPH2	947
PC3DM+_anchor560	chr1	43975784	43979507	6	FALSE	0	TRUE	ecTrans	P	B4GALT2;AL357079.2;ATP6V0B	AL357079.2;ATP6V0B;B4GALT2;DPH2	3723
PC3DM+_anchor561	chr1	43988408	43990725	3	FALSE	0	FALSE	ecTrans	P	CCDC24	B4GALT2;CCDC24;SLC6A9	2317
PC3DM+_anchor562	chr1	43991913	43992727	1	FALSE	0	FALSE	ecTrans	P	CCDC24	B4GALT2;CCDC24;SLC6A9	814
PC3DM+_anchor563	chr1	44025316	44026021	1	FALSE	0	FALSE	ecTrans	G	.	SLC6A9	705
PC3DM+_anchor564	chr1	44026599	44029611	1	FALSE	0	FALSE	ecTrans	P	SLC6A9;AL139220.2	AL139220.2;SLC6A9	3012
PC3DM+_anchor565	chr1	44030156	44031989	2	FALSE	0	TRUE	ecTrans	P	SLC6A9;AL139220.2	AL139220.2;SLC6A9	1833
PC3DM+_anchor566	chr1	44050463	44052084	1	FALSE	0	FALSE	ecTrans	P	AL139220.2	AL139220.2	1621
PC3DM+_anchor567	chr1	44210729	44213474	1	FALSE	0	TRUE	ecTrans	P	DMAP1	DMAP1	2745
PC3DM+_anchor568	chr1	44629904	44631524	1	FALSE	0	TRUE	ecTrans	P	RNF220	RNF220	1620
PC3DM+_anchor569	chr1	44631699	44633634	4	FALSE	0	TRUE	ecTrans	P	RNF220	RNF220;TMEM53	1935
PC3DM+_anchor570	chr1	44720890	44723765	7	FALSE	0	TRUE	ecTrans	P	ARMH1	ARMH1	2875
PC3DM+_anchor571	chr1	44729448	44732675	20	FALSE	0	TRUE	ecTrans	I	.	.	3227
PC3DM+_anchor572	chr1	44738636	44740216	1	FALSE	0	TRUE	ecTrans	P	KIF2C	KIF2C	1580
PC3DM+_anchor573	chr1	44774500	44780692	14	FALSE	0	TRUE	ecTrans	P	AL592166.1;RPS8	AL592166.1;RPS8	6192
PC3DM+_anchor574	chr1	44780932	44782032	1	FALSE	0	FALSE	ecTrans	G	.	BEST4;RPS8	1100
PC3DM+_anchor575	chr1	44782573	44783822	1	FALSE	0	FALSE	ecTrans	G	.	BEST4	1249
PC3DM+_anchor576	chr1	44792703	44794203	2	FALSE	0	FALSE	ecTrans	I	.	.	1500
PC3DM+_anchor577	chr1	44799723	44800996	1	FALSE	0	TRUE	ecTrans	P	PLK3	PLK3	1273
PC3DM+_anchor578	chr1	44801056	44801683	1	FALSE	0	TRUE	ecTrans	P	PLK3	PLK3	627
PC3DM+_anchor579	chr1	44807788	44809753	2	FALSE	0	TRUE	ecTrans	P	TCTEX1D4;BTBD19	BTBD19;PLK3;TCTEX1D4	1965
PC3DM+_anchor580	chr1	44818017	44820051	1	FALSE	0	TRUE	ecTrans	G	.	PTCH2	2034
PC3DM+_anchor581	chr1	44986478	44987142	1	FALSE	0	TRUE	ecTrans	P	EIF2B3	EIF2B3	664
PC3DM+_anchor582	chr1	45011959	45013775	3	FALSE	0	TRUE	ecTrans	P	HECTD3;UROD	HECTD3;UROD	1816
PC3DM+_anchor583	chr1	45016029	45016840	1	FALSE	0	FALSE	ecTrans	G	.	UROD;ZSWIM5	811
PC3DM+_anchor584	chr1	45204366	45206042	1	FALSE	0	TRUE	ecTrans	P	ZSWIM5	ZSWIM5	1676
PC3DM+_anchor585	chr1	45303435	45304565	1	FALSE	0	TRUE	ecTrans	P	ZSWIM5;LINC01144	LINC01144;ZSWIM5	1130
PC3DM+_anchor586	chr1	45336952	45337803	2	FALSE	0	FALSE	ecTrans	P	MUTYH;TOE1	MUTYH;TOE1	851
PC3DM+_anchor587	chr1	45344777	45345938	1	FALSE	0	FALSE	ecTrans	G	.	TESK2;TOE1	1161
PC3DM+_anchor588	chr1	45346499	45347252	1	FALSE	0	FALSE	ecTrans	G	.	TESK2	753
PC3DM+_anchor589	chr1	45490960	45491633	1	FALSE	0	FALSE	ecTrans	P	TESK2	CCDC163;TESK2	673
PC3DM+_anchor590	chr1	45491701	45492717	1	FALSE	0	FALSE	ecTrans	P	TESK2	CCDC163;TESK2	1016
PC3DM+_anchor591	chr1	45500220	45501180	1	FALSE	0	TRUE	ecTrans	P	CCDC163;MMACHC	CCDC163;MMACHC	960
PC3DM+_anchor592	chr1	45506869	45509083	3	FALSE	0	FALSE	ecTrans	P	MMACHC	MMACHC;PRDX1	2214
PC3DM+_anchor593	chr1	45509127	45514273	8	FALSE	0	FALSE	ecTrans	P	MMACHC	MMACHC;PRDX1	5146
PC3DM+_anchor594	chr1	45517644	45526205	17	FALSE	0	TRUE	ecTrans	P	PRDX1	PRDX1	8561
PC3DM+_anchor595	chr1	45549617	45550354	1	FALSE	0	FALSE	ecTrans	P	AKR1A1	AKR1A1	737
PC3DM+_anchor596	chr1	45551094	45553053	3	FALSE	0	TRUE	ecTrans	P	AKR1A1	AKR1A1	1959
PC3DM+_anchor597	chr1	45583350	45584390	1	FALSE	0	TRUE	ecTrans	P	NASP	NASP	1040
PC3DM+_anchor598	chr1	45584686	45585284	1	FALSE	0	TRUE	ecTrans	P	NASP	NASP	598
PC3DM+_anchor599	chr1	45684993	45685899	1	FALSE	0	TRUE	ecTrans	P	GPBP1L1;TMEM69	GPBP1L1;TMEM69	906
PC3DM+_anchor600	chr1	45686631	45687446	1	FALSE	0	TRUE	ecTrans	P	GPBP1L1;TMEM69	GPBP1L1;TMEM69	815
PC3DM+_anchor601	chr1	45688020	45689024	1	FALSE	0	TRUE	ecTrans	P	GPBP1L1;TMEM69	GPBP1L1;TMEM69	1004
PC3DM+_anchor602	chr1	45748930	45750385	1	FALSE	0	TRUE	ecTrans	P	IPP	IPP	1455
PC3DM+_anchor603	chr1	45803535	45805085	1	FALSE	0	TRUE	ecTrans	P	MAST2	MAST2	1550
PC3DM+_anchor604	chr1	46037108	46038396	1	FALSE	0	FALSE	ecTrans	G	.	MAST2;PIK3R3	1288
PC3DM+_anchor605	chr1	46129391	46133546	5	FALSE	0	TRUE	ecTrans	P	PIK3R3;AL358075.2	AL358075.2;P3R3URF-PIK3R3;PIK3R3	4155
PC3DM+_anchor606	chr1	46180418	46183373	5	FALSE	0	TRUE	ecTrans	P	TSPAN1	TSPAN1	2955
PC3DM+_anchor607	chr1	46184193	46184889	1	FALSE	0	TRUE	ecTrans	P	TSPAN1	TSPAN1	696
PC3DM+_anchor608	chr1	46195596	46199936	4	FALSE	0	TRUE	ecTrans	P	POMGNT1	POMGNT1	4340
PC3DM+_anchor609	chr1	46247117	46249131	4	FALSE	0	FALSE	ecTrans	P	RAD54L	RAD54L	2014
PC3DM+_anchor610	chr1	46276820	46279684	1	FALSE	0	FALSE	ecTrans	P	LRRC41	LRRC41;RAD54L	2864
PC3DM+_anchor611	chr1	46303398	46305964	3	FALSE	0	TRUE	ecTrans	P	UQCRH;LRRC41	LRRC41;UQCRH	2566
PC3DM+_anchor612	chr1	46604271	46605834	2	FALSE	0	FALSE	ecTrans	P	MKNK1	MKNK1;MOB3C	1563
PC3DM+_anchor613	chr1	46620678	46624280	2	FALSE	0	FALSE	ecTrans	I	.	.	3602
PC3DM+_anchor614	chr1	46668124	46670887	3	FALSE	0	TRUE	ecTrans	P	ATPAF1;TEX38	ATPAF1;TEX38	2763
PC3DM+_anchor615	chr1	46718394	46719727	1	FALSE	0	TRUE	ecTrans	P	EFCAB14	EFCAB14	1333
PC3DM+_anchor616	chr1	47314293	47316647	3	FALSE	0	TRUE	ecTrans	P	STIL	STIL	2354
PC3DM+_anchor617	chr1	49319349	49321453	3	FALSE	0	TRUE	ecTrans	G	.	AGBL4	2104
PC3DM+_anchor618	chr1	49350325	49351706	2	FALSE	0	FALSE	ecTrans	G	.	AGBL4	1381
PC3DM+_anchor619	chr1	50959495	50962121	2	FALSE	0	TRUE	ecTrans	P	FAF1;CDKN2C	CDKN2C;FAF1	2626
PC3DM+_anchor620	chr1	50966403	50969201	2	FALSE	0	TRUE	ecTrans	P	CDKN2C	CDKN2C	2798
PC3DM+_anchor621	chr1	50969938	50976309	6	FALSE	0	TRUE	ecTrans	P	CDKN2C	CDKN2C	6371
PC3DM+_anchor622	chr1	50976377	50980907	9	FALSE	0	TRUE	ecTrans	G	.	CDKN2C	4530
PC3DM+_anchor623	chr1	51236744	51237606	1	FALSE	0	TRUE	ecTrans	P	RNF11;LINC01562	LINC01562;RNF11	862
PC3DM+_anchor624	chr1	51313313	51314826	1	FALSE	0	FALSE	ecTrans	G	.	TTC39A	1513
PC3DM+_anchor625	chr1	51330584	51332584	2	FALSE	0	FALSE	ecTrans	P	TTC39A;TTC39A-AS1	TTC39A;TTC39A-AS1	2000
PC3DM+_anchor626	chr1	51516723	51518563	1	FALSE	0	TRUE	ecTrans	P	EPS15;EPS15-AS1	EPS15;EPS15-AS1	1840
PC3DM+_anchor627	chr1	51541465	51543017	2	FALSE	0	TRUE	ecTrans	G	.	EPS15-AS1	1552
PC3DM+_anchor628	chr1	51567485	51569404	4	FALSE	0	TRUE	ecTrans	I	.	.	1919
PC3DM+_anchor629	chr1	51616216	51617068	1	FALSE	0	FALSE	ecTrans	P	OSBPL9	OSBPL9	852
PC3DM+_anchor630	chr1	51877570	51879394	1	FALSE	0	TRUE	ecTrans	P	NRDC	NRDC	1824
PC3DM+_anchor631	chr1	52054291	52056880	7	FALSE	0	TRUE	ecTrans	P	TXNDC12;BTF3L4	BTF3L4;TXNDC12;TXNDC12-AS1	2589
PC3DM+_anchor632	chr1	52056946	52058644	1	FALSE	0	TRUE	ecTrans	P	TXNDC12;BTF3L4	BTF3L4;TXNDC12	1698
PC3DM+_anchor633	chr1	52141617	52142364	1	FALSE	0	TRUE	ecTrans	P	ZFYVE9	ZFYVE9	747
PC3DM+_anchor634	chr1	52363768	52367058	1	FALSE	0	TRUE	ecTrans	P	CC2D1B;AL513218.2	AL513218.2;CC2D1B	3290
PC3DM+_anchor635	chr1	52404395	52405418	1	FALSE	0	TRUE	ecTrans	P	ORC1;PRPF38A	ORC1;PRPF38A	1023
PC3DM+_anchor636	chr1	52551585	52555064	4	FALSE	0	TRUE	ecTrans	P	TUT4;AL591167.1	AL591167.1;TUT4	3479
PC3DM+_anchor637	chr1	52697443	52698470	1	FALSE	0	TRUE	ecTrans	P	COA7	COA7	1027
PC3DM+_anchor638	chr1	52698473	52699971	2	FALSE	0	TRUE	ecTrans	P	COA7	COA7	1498
PC3DM+_anchor639	chr1	52700737	52704750	5	FALSE	0	TRUE	ecTrans	P	COA7	COA7	4013
PC3DM+_anchor640	chr1	53197650	53206580	2	FALSE	0	FALSE	ecTrans	P	CPT2	CPT2	8930
PC3DM+_anchor641	chr1	53219499	53220365	1	FALSE	0	TRUE	ecTrans	P	CZIB;AL606760.3	AL606760.3;CZIB	866
PC3DM+_anchor642	chr1	53220568	53221749	2	FALSE	0	TRUE	ecTrans	P	CZIB;AL606760.3	AL606760.3;CZIB	1181
PC3DM+_anchor643	chr1	53233305	53238321	1	FALSE	0	TRUE	ecTrans	P	MAGOH;AL606760.1	AL606760.1;MAGOH	5016
PC3DM+_anchor644	chr1	53326614	53327995	2	FALSE	0	TRUE	ecTrans	P	LRP8;LINC01771	LINC01771;LRP8	1381
PC3DM+_anchor645	chr1	53733553	53735210	3	FALSE	0	TRUE	ecTrans	P	GLIS1	GLIS1	1657
PC3DM+_anchor646	chr1	53735583	53737195	2	FALSE	0	TRUE	ecTrans	P	GLIS1	GLIS1	1612
PC3DM+_anchor647	chr1	53737868	53739552	1	FALSE	0	TRUE	ecTrans	P	GLIS1	GLIS1	1684
PC3DM+_anchor648	chr1	53741100	53742129	1	FALSE	0	TRUE	ecTrans	I	.	.	1029
PC3DM+_anchor649	chr1	53837121	53838132	1	FALSE	0	TRUE	ecTrans	P	NDC1	NDC1	1011
PC3DM+_anchor650	chr1	53889904	53890614	1	FALSE	0	TRUE	ecTrans	P	YIPF1;DIO1	DIO1;YIPF1	710
PC3DM+_anchor651	chr1	54051141	54052535	1	FALSE	0	FALSE	ecTrans	P	TMEM59;TCEANC2	TCEANC2;TMEM59	1394
PC3DM+_anchor652	chr1	54053721	54055690	2	FALSE	0	FALSE	ecTrans	P	TMEM59;TCEANC2	TCEANC2;TMEM59	1969
PC3DM+_anchor653	chr1	54487256	54488500	1	FALSE	0	TRUE	ecTrans	I	.	.	1244
PC3DM+_anchor654	chr1	54763601	54764901	1	FALSE	0	TRUE	ecTrans	P	PARS2	PARS2	1300
PC3DM+_anchor655	chr1	54949832	54951605	2	FALSE	0	TRUE	ecTrans	I	.	.	1773
PC3DM+_anchor656	chr1	55214029	55214970	2	FALSE	0	TRUE	ecTrans	P	USP24	USP24	941
PC3DM+_anchor657	chr1	55215812	55216792	1	FALSE	0	TRUE	ecTrans	P	MIR4422HG;USP24	MIR4422HG;USP24	980
PC3DM+_anchor658	chr1	55373920	55374941	1	FALSE	0	TRUE	ecTrans	P	RN7SKP291	AL603840.1;RN7SKP291	1021
PC3DM+_anchor659	chr1	55426528	55427480	1	FALSE	0	TRUE	ecTrans	G	.	AL603840.1	952
PC3DM+_anchor660	chr1	55472347	55474376	2	FALSE	0	TRUE	ecTrans	G	.	AL603840.1	2029
PC3DM+_anchor661	chr1	55507505	55508675	1	FALSE	0	TRUE	ecTrans	G	.	AL603840.1	1170
PC3DM+_anchor662	chr1	56577249	56578416	1	FALSE	0	TRUE	ecTrans	P	PLPP3	PLPP3	1167
PC3DM+_anchor663	chr1	56579029	56579775	1	FALSE	0	TRUE	ecTrans	P	PLPP3	PLPP3	746
PC3DM+_anchor664	chr1	56643853	56647010	7	FALSE	0	TRUE	ecTrans	P	PLPP3;PRKAA2	PLPP3;PRKAA2	3157
PC3DM+_anchor665	chr1	58753700	58756555	2	FALSE	0	TRUE	ecTrans	G	.	AL136985.3	2855
PC3DM+_anchor666	chr1	58781603	58782231	1	FALSE	0	TRUE	ecTrans	P	JUN	JUN	628
PC3DM+_anchor667	chr1	58782353	58785849	5	FALSE	0	TRUE	ecTrans	P	JUN;LINC01135	JUN;LINC01135	3496
PC3DM+_anchor668	chr1	58814755	58815858	1	FALSE	0	TRUE	ecTrans	P	AL136985.2	AL136985.2;LINC01135	1103
PC3DM+_anchor669	chr1	59150006	59151753	1	FALSE	0	FALSE	ecTrans	P	HSD52	HSD52;LINC01358	1747
PC3DM+_anchor670	chr1	59296059	59297389	1	FALSE	0	FALSE	ecTrans	P	HSD52;FGGY	FGGY;HSD52	1330
PC3DM+_anchor671	chr1	59297736	59299532	1	FALSE	0	FALSE	ecTrans	P	HSD52;FGGY	FGGY;HSD52	1796
PC3DM+_anchor672	chr1	59445793	59448006	2	FALSE	0	FALSE	ecTrans	G	.	FGGY	2213
PC3DM+_anchor673	chr1	60640016	60640644	1	FALSE	0	FALSE	ecTrans	P	LINC01748	LINC01748	628
PC3DM+_anchor674	chr1	61056404	61057182	1	FALSE	0	TRUE	ecTrans	P	NFIA-AS2	NFIA;NFIA-AS2	778
PC3DM+_anchor675	chr1	61076546	61078459	4	FALSE	0	TRUE	ecTrans	P	NFIA	NFIA	1913
PC3DM+_anchor676	chr1	61079276	61080181	1	FALSE	0	TRUE	ecTrans	P	NFIA	NFIA	905
PC3DM+_anchor677	chr1	61082557	61083620	2	FALSE	0	TRUE	ecTrans	P	NFIA	NFIA	1063
PC3DM+_anchor678	chr1	62286406	62287283	1	FALSE	0	TRUE	ecTrans	G	.	KANK4	877
PC3DM+_anchor679	chr1	62433442	62436768	3	FALSE	0	TRUE	ecTrans	P	USP1	USP1	3326
PC3DM+_anchor680	chr1	63368136	63370090	1	FALSE	0	TRUE	ecTrans	P	ALG6	ALG6	1954
PC3DM+_anchor681	chr1	63522115	63522744	1	FALSE	0	FALSE	ecTrans	P	EFCAB7;ITGB3BP	EFCAB7;ITGB3BP	629
PC3DM+_anchor682	chr1	63523625	63524253	1	FALSE	0	TRUE	ecTrans	P	EFCAB7;ITGB3BP	EFCAB7;ITGB3BP	628
PC3DM+_anchor683	chr1	63661685	63663182	2	FALSE	0	TRUE	ecTrans	G	.	PGM1	1497
PC3DM+_anchor684	chr1	63730501	63731793	1	FALSE	0	TRUE	ecTrans	I	.	.	1292
PC3DM+_anchor685	chr1	63746387	63747839	1	FALSE	0	TRUE	ecTrans	I	.	.	1452
PC3DM+_anchor686	chr1	63772440	63773942	1	FALSE	0	TRUE	ecTrans	P	ROR1	ROR1	1502
PC3DM+_anchor687	chr1	63775202	63776077	1	FALSE	0	TRUE	ecTrans	P	ROR1	ROR1	875
PC3DM+_anchor688	chr1	64343953	64344918	1	FALSE	0	TRUE	ecTrans	I	.	.	965
PC3DM+_anchor689	chr1	64469274	64470835	2	FALSE	0	TRUE	ecTrans	P	CACHD1	CACHD1	1561
PC3DM+_anchor690	chr1	64965010	64966632	1	FALSE	0	TRUE	ecTrans	P	JAK1	JAK1	1622
PC3DM+_anchor691	chr1	65148080	65150087	2	FALSE	0	TRUE	ecTrans	P	AK4	AK4	2007
PC3DM+_anchor692	chr1	65253907	65255075	1	FALSE	0	FALSE	ecTrans	P	DNAJC6	DNAJC6	1168
PC3DM+_anchor693	chr1	66269023	66271558	1	FALSE	0	FALSE	ecTrans	G	.	PDE4B	2535
PC3DM+_anchor694	chr1	66923480	66927628	4	FALSE	0	TRUE	ecTrans	P	DNAI4;MIER1	DNAI4;MIER1	4148
PC3DM+_anchor695	chr1	66929453	66930420	1	FALSE	0	TRUE	ecTrans	P	MIER1	MIER1	967
PC3DM+_anchor696	chr1	67051162	67053207	1	FALSE	0	FALSE	ecTrans	P	SLC35D1	SLC35D1	2045
PC3DM+_anchor697	chr1	67428963	67430737	2	FALSE	0	TRUE	ecTrans	P	SERBP1	SERBP1	1774
PC3DM+_anchor698	chr1	67430817	67432173	1	FALSE	0	TRUE	ecTrans	P	SERBP1	SERBP1	1356
PC3DM+_anchor699	chr1	67684771	67690039	11	FALSE	0	TRUE	ecTrans	P	GADD45A	GADD45A	5268
PC3DM+_anchor700	chr1	67690043	67691821	2	FALSE	0	FALSE	ecTrans	G	.	GADD45A	1778
PC3DM+_anchor701	chr1	68198290	68198872	1	FALSE	0	FALSE	ecTrans	G	.	GNG12-AS1;WLS	582
PC3DM+_anchor702	chr1	68230419	68232880	1	FALSE	0	TRUE	ecTrans	P	WLS	WLS	2461
PC3DM+_anchor703	chr1	68380765	68383049	1	FALSE	0	FALSE	ecTrans	I	.	.	2284
PC3DM+_anchor704	chr1	68384015	68390906	14	FALSE	0	TRUE	ecTrans	I	.	.	6891
PC3DM+_anchor705	chr1	68390962	68397610	13	FALSE	0	FALSE	ecTrans	I	.	.	6648
PC3DM+_anchor706	chr1	68398072	68398968	1	FALSE	0	FALSE	ecTrans	I	.	.	896
PC3DM+_anchor707	chr1	68399895	68400524	1	FALSE	0	FALSE	ecTrans	I	.	.	629
PC3DM+_anchor708	chr1	68405150	68406223	1	FALSE	0	FALSE	ecTrans	I	.	.	1073
PC3DM+_anchor709	chr1	68494538	68495806	1	FALSE	0	FALSE	ecTrans	P	DEPDC1;DEPDC1-AS1	DEPDC1;DEPDC1-AS1	1268
PC3DM+_anchor710	chr1	68495948	68497714	2	FALSE	0	TRUE	ecTrans	P	DEPDC1;DEPDC1-AS1	DEPDC1;DEPDC1-AS1	1766
PC3DM+_anchor711	chr1	68570658	68571538	1	FALSE	0	FALSE	ecTrans	I	.	.	880
PC3DM+_anchor712	chr1	70203614	70205771	2	FALSE	0	TRUE	ecTrans	P	LRRC40;SRSF11	LRRC40;SRSF11	2157
PC3DM+_anchor713	chr1	70218134	70221772	2	FALSE	0	TRUE	ecTrans	P	AL353771.1;SRSF11	AL353771.1;SRSF11	3638
PC3DM+_anchor714	chr1	70354722	70355927	1	FALSE	0	TRUE	ecTrans	P	ANKRD13C;HHLA3	ANKRD13C;HHLA3	1205
PC3DM+_anchor715	chr1	70410403	70411330	1	FALSE	0	FALSE	ecTrans	P	CTH	CTH	927
PC3DM+_anchor716	chr1	70411424	70415980	3	FALSE	0	FALSE	ecTrans	P	CTH	CTH	4556
PC3DM+_anchor717	chr1	70428463	70429156	1	FALSE	0	FALSE	ecTrans	P	Metazoa_SRP	CTH;Metazoa_SRP	693
PC3DM+_anchor718	chr1	71053772	71055187	1	FALSE	0	FALSE	ecTrans	G	.	ZRANB2-AS1	1415
PC3DM+_anchor719	chr1	72280661	72281460	1	FALSE	0	FALSE	ecTrans	P	NEGR1;AL513166.1	AL513166.1;NEGR1	799
PC3DM+_anchor720	chr1	72282703	72284034	4	FALSE	0	TRUE	ecTrans	P	NEGR1;AL513166.1	AL513166.1;NEGR1	1331
PC3DM+_anchor721	chr1	72284087	72285365	2	FALSE	0	TRUE	ecTrans	P	NEGR1;AL513166.1	AL513166.1;NEGR1	1278
PC3DM+_anchor722	chr1	72898733	72899981	1	FALSE	0	FALSE	ecTrans	P	AL583808.1	AL583808.1	1248
PC3DM+_anchor723	chr1	73593533	73595263	1	FALSE	0	FALSE	ecTrans	I	.	.	1730
PC3DM+_anchor724	chr1	74730393	74735956	2	FALSE	0	TRUE	ecTrans	P	CRYZ;TYW3	CRYZ;TYW3	5563
PC3DM+_anchor725	chr1	75722547	75724507	2	FALSE	0	TRUE	ecTrans	P	ACADM	ACADM	1960
PC3DM+_anchor726	chr1	75783969	75796357	13	FALSE	0	TRUE	ecTrans	P	RABGGTB;MSH4	MSH4;RABGGTB	12388
PC3DM+_anchor727	chr1	75796480	75798729	3	FALSE	0	FALSE	ecTrans	P	MSH4	MSH4;RABGGTB	2249
PC3DM+_anchor728	chr1	75800028	75800645	1	FALSE	0	FALSE	ecTrans	G	.	MSH4	617
PC3DM+_anchor729	chr1	77219880	77220858	1	FALSE	0	FALSE	ecTrans	P	PIGK	PIGK	978
PC3DM+_anchor730	chr1	77412693	77414237	1	FALSE	0	TRUE	ecTrans	G	.	AK5	1544
PC3DM+_anchor731	chr1	77682753	77683381	1	FALSE	0	TRUE	ecTrans	P	ZZZ3	ZZZ3	628
PC3DM+_anchor732	chr1	77758834	77760264	1	FALSE	0	TRUE	ecTrans	P	USP33	USP33	1430
PC3DM+_anchor733	chr1	77976936	77978399	1	FALSE	0	TRUE	ecTrans	P	FUBP1;DNAJB4;GIPC2	DNAJB4;FUBP1;GIPC2	1463
PC3DM+_anchor734	chr1	78003388	78004593	2	FALSE	0	TRUE	ecTrans	P	AC103591.3;DNAJB4	AC103591.3;DNAJB4;GIPC2	1205
PC3DM+_anchor735	chr1	78169178	78172837	3	FALSE	0	TRUE	ecTrans	I	.	.	3659
PC3DM+_anchor736	chr1	78231266	78235466	2	FALSE	0	FALSE	ecTrans	P	MGC27382	MGC27382	4200
PC3DM+_anchor737	chr1	78238174	78238913	1	FALSE	0	TRUE	ecTrans	G	.	MGC27382	739
PC3DM+_anchor738	chr1	78253097	78255124	3	FALSE	0	TRUE	ecTrans	G	.	MGC27382	2027
PC3DM+_anchor739	chr1	78303206	78304021	1	FALSE	0	TRUE	ecTrans	P	PTGFR	MGC27382;PTGFR	815
PC3DM+_anchor740	chr1	78339776	78342006	2	FALSE	0	TRUE	ecTrans	G	.	MGC27382;PTGFR	2230
PC3DM+_anchor741	chr1	78618713	78620641	2	FALSE	0	FALSE	ecTrans	P	IFI44L	IFI44L	1928
PC3DM+_anchor742	chr1	81802601	81803518	1	FALSE	0	TRUE	ecTrans	P	ADGRL2	ADGRL2	917
PC3DM+_anchor743	chr1	83860842	83861553	1	FALSE	0	FALSE	ecTrans	P	LINC01725	LINC01725	711
PC3DM+_anchor744	chr1	84251009	84254124	1	FALSE	0	TRUE	ecTrans	I	.	.	3115
PC3DM+_anchor745	chr1	84298002	84299713	3	FALSE	0	TRUE	ecTrans	P	SAMD13	SAMD13	1711
PC3DM+_anchor746	chr1	84300838	84301723	1	FALSE	0	FALSE	ecTrans	P	SAMD13	SAMD13	885
PC3DM+_anchor747	chr1	84477044	84478843	1	FALSE	0	TRUE	ecTrans	P	RPF1;AL844170.1	AL844170.1;RPF1	1799
PC3DM+_anchor748	chr1	84507006	84508259	1	FALSE	0	TRUE	ecTrans	P	GNG5;SPATA1	AL359762.3;GNG5;SPATA1	1253
PC3DM+_anchor749	chr1	84571193	84573079	1	FALSE	0	FALSE	ecTrans	P	CTBS;AL359762.1	AL359762.1;CTBS	1886
PC3DM+_anchor750	chr1	84574000	84574930	2	FALSE	0	TRUE	ecTrans	P	CTBS;AL359762.1	AL359762.1;CTBS	930
PC3DM+_anchor751	chr1	84583286	84584120	1	FALSE	0	FALSE	ecTrans	G	.	AL359762.1	834
PC3DM+_anchor752	chr1	84620983	84623945	2	FALSE	0	TRUE	ecTrans	I	.	.	2962
PC3DM+_anchor753	chr1	85048751	85050694	1	FALSE	0	TRUE	ecTrans	P	MCOLN3	DNAI3;MCOLN3	1943
PC3DM+_anchor754	chr1	85257642	85258979	1	FALSE	0	TRUE	ecTrans	P	C1orf52	C1orf52	1337
PC3DM+_anchor755	chr1	85259625	85260260	1	FALSE	0	TRUE	ecTrans	P	C1orf52	C1orf52	635
PC3DM+_anchor756	chr1	85274517	85275163	1	FALSE	0	TRUE	ecTrans	P	BCL10;AL078459.1	AL078459.1;BCL10	646
PC3DM+_anchor757	chr1	85276174	85277193	1	FALSE	0	TRUE	ecTrans	P	BCL10;AL078459.1	AL078459.1;BCL10	1019
PC3DM+_anchor758	chr1	85278515	85280917	1	FALSE	0	TRUE	ecTrans	P	BCL10;AL078459.1	AL078459.1;BCL10	2402
PC3DM+_anchor759	chr1	85290008	85290753	1	FALSE	0	FALSE	ecTrans	G	.	AL078459.1	745
PC3DM+_anchor760	chr1	85578092	85583625	4	FALSE	0	TRUE	ecTrans	P	DDAH1;AC092807.3;AC092807.2;CCN1	AC092807.2;AC092807.3;CCN1;DDAH1	5533
PC3DM+_anchor761	chr1	85583990	85584935	3	FALSE	0	FALSE	ecTrans	G	.	CCN1	945
PC3DM+_anchor762	chr1	85607660	85608315	1	FALSE	0	FALSE	ecTrans	I	.	.	655
PC3DM+_anchor763	chr1	86396627	86397484	1	FALSE	0	FALSE	ecTrans	P	ODF2L	ODF2L	857
PC3DM+_anchor764	chr1	86428792	86430003	1	FALSE	0	FALSE	ecTrans	G	.	CLCA2	1211
PC3DM+_anchor765	chr1	86703989	86706880	4	FALSE	0	TRUE	ecTrans	P	CLCA4-AS1;SH3GLB1	CLCA4-AS1;SH3GLB1	2891
PC3DM+_anchor766	chr1	86911976	86913458	1	FALSE	0	FALSE	ecTrans	P	SELENOF;HS2ST1	HS2ST1;SELENOF	1482
PC3DM+_anchor767	chr1	87328484	87331676	6	FALSE	0	TRUE	ecTrans	P	LMO4	LMO4	3192
PC3DM+_anchor768	chr1	87335096	87336413	1	FALSE	0	TRUE	ecTrans	G	.	LMO4	1317
PC3DM+_anchor769	chr1	87593596	87595130	1	FALSE	0	TRUE	ecTrans	I	.	.	1534
PC3DM+_anchor770	chr1	88684132	88684788	1	FALSE	0	TRUE	ecTrans	P	PKN2-AS1;PKN2	PKN2;PKN2-AS1	656
PC3DM+_anchor771	chr1	88888416	88890734	1	FALSE	0	FALSE	ecTrans	P	GTF2B	GTF2B	2318
PC3DM+_anchor772	chr1	88890823	88891763	1	FALSE	0	TRUE	ecTrans	P	GTF2B	GTF2B	940
