group	gene	chrom	start	end	strand	gex
non_ec	BAX	chr19	48954815	48961798	+	261.278432675316
non_ec	NIFK	chr2	121726945	121736911	-	261.265087889283
non_ec	TRMT10C	chr3	101561868	101566446	+	261.137930051541
non_ec	E2F4	chr16	67192155	67198918	+	261.125561354301
non_ec	TMED7	chr5	115613210	115632992	-	260.327246480259
non_ec	LAMB1	chr7	107923799	108003213	-	260.267108652968
non_ec	PPP2CA	chr5	134194332	134226073	-	260.005206537456
non_ec	FBXO5	chr6	152970519	152983579	-	259.505302497573
non_ec	UBE2Q1	chr1	154548577	154559028	-	259.436363563048
non_ec	CDK2AP2	chr11	67506497	67508649	-	258.365325958668
non_ec	FUBP1	chr1	77944055	77979110	-	258.300679821509
non_ec	ENO2	chr12	6913745	6923698	+	258.051933524722
non_ec	FKBP9	chr7	32957404	33006930	+	258.049633315514
non_ec	PREB	chr2	27130756	27134666	-	257.893012635567
non_ec	GNB1	chr1	1785285	1891117	-	257.167199054231
non_ec	TNFRSF12A	chr16	3018445	3022383	+	256.90433076737
non_ec	MYC	chr8	127735434	127742951	+	256.165794151059
non_ec	ORMDL3	chr17	39921041	39927601	-	256.105162493851
non_ec	SNAI2	chr8	48917598	48921740	-	255.743801937082
non_ec	ISG20L2	chr1	156721891	156728766	-	255.646448797772
non_ec	MYADM	chr19	53864763	53876435	+	254.986575677012
non_ec	C1QBP	chr17	5432777	5448830	-	254.962187661455
non_ec	DIRAS1	chr19	2714567	2721372	-	254.846646506098
non_ec	FANCF	chr11	22622533	22625823	-	254.74241786784
non_ec	CPSF1	chr8	144393229	144409335	-	254.739480099405
non_ec	SIKE1	chr1	114769479	114780685	-	254.732596005534
non_ec	AC027307.2	chr19	1457670	1458580	-	254.332143443961
non_ec	PIP4P1	chr14	20457681	20461465	-	254.303065402377
non_ec	CRKL	chr22	20917407	20953747	+	253.724500492169
non_ec	SLFN11	chr17	35350305	35373701	-	253.708323384523
non_ec	EIF2S1	chr14	67360328	67386516	+	253.53342290337
non_ec	NT5C3B	chr17	41825057	41836260	-	253.490111877533
non_ec	DDIT4	chr10	72273924	72276036	+	252.440045349517
non_ec	VARS1	chr6	31777518	31795752	-	252.013443176594
non_ec	NEU1	chr6	31857659	31862905	-	251.951531487043
non_ec	AC083799.1	chr3	129847048	129847957	-	251.714652700577
non_ec	AC016394.2	chr10	73247342	73248268	-	251.695820149777
non_ec	DEGS1	chr1	224175756	224193441	+	251.504920242539
non_ec	ELOA	chr1	23743155	23762059	+	251.082246525472
non_ec	RANBP6	chr9	6011025	6015625	-	250.796853860557
non_ec	DHCR7	chr11	71428193	71452868	-	250.742083396008
non_ec	FAM136A	chr2	70295975	70302090	-	250.668106807772
non_ec	DPH2	chr1	43970000	43973369	+	250.63672722862
non_ec	RPS24	chr10	78033760	78056813	+	250.574433015479
non_ec	CDT1	chr16	88803789	88809258	+	250.381025683166
non_ec	TCTA	chr3	49412206	49416475	+	250.171203691816
non_ec	TMEM208	chr16	67227103	67229278	+	249.636781434565
non_ec	NDUFA1	chrX	119871832	119876662	+	248.961686228764
non_ec	PHF1	chr6	33410399	33416453	+	248.796648286029
non_ec	BPNT2	chr8	56957931	56993867	-	248.782571148378
non_ec	ADD1	chr4	2843857	2930076	+	248.765395461385
non_ec	ETV5	chr3	186046314	186110318	-	248.609201636996
non_ec	HASPIN	chr17	3723903	3726699	+	248.181248384763
non_ec	ENY2	chr8	109334324	109345954	+	248.069755195686
non_ec	CHRAC1	chr8	140511311	140517154	+	247.731180608837
non_ec	MRPS2	chr9	135499984	135504673	+	247.284003564424
non_ec	GTF2F1	chr19	6379572	6393981	-	246.95823849513
non_ec	THYN1	chr11	134248279	134253370	-	246.889101862522
non_ec	POLR2C	chr16	57462660	57472009	+	246.834970683581
non_ec	SF3A2	chr19	2236824	2248655	+	246.6860441621
non_ec	NELFE	chr6	31952087	31959038	-	246.60119367375
non_ec	GTF3A	chr13	27424619	27435823	+	246.429842354126
non_ec	LRRC58	chr3	120324509	120349354	-	246.349226747313
non_ec	AC048341.2	chr12	62603909	62604399	+	246.320661649153
non_ec	ASB6	chr9	129634604	129642169	-	245.995380178208
non_ec	SUGP2	chr19	18990888	19034023	-	245.768459461345
non_ec	MAP11	chr7	100154420	100158723	-	245.722491334384
non_ec	SLC4A2	chr7	151057210	151076526	+	245.382293506936
non_ec	LSM14B	chr20	62122461	62135374	+	244.934803963134
non_ec	GFER	chr16	1984193	1987749	+	244.659139423809
non_ec	ITM2B	chr13	48232612	48270357	+	244.652979909892
non_ec	TNPO2	chr19	12699194	12724011	-	244.460005801348
non_ec	UCK1	chr9	131523801	131531264	-	244.37745006177
non_ec	LINC00294	chr11	33076149	33079454	+	244.287941800466
non_ec	LRRC59	chr17	50375059	50397523	-	244.278330479584
non_ec	XBP1	chr22	28794555	28800597	-	244.118193252403
non_ec	ZMAT2	chr5	140698680	140706686	+	244.079726267708
non_ec	KIAA0895L	chr16	67175599	67184040	-	244.045178205458
non_ec	KIF5B	chr10	32009015	32056425	-	243.942033386731
non_ec	RAD23B	chr9	107283137	107332192	+	243.755427387269
non_ec	GIGYF1	chr7	100679507	100694250	-	243.486414481154
non_ec	PDZD11	chrX	70286595	70290514	-	243.242359778381
non_ec	COA3	chr17	42795147	42798704	-	243.181473224475
non_ec	SMPD1	chr11	6390440	6394998	+	242.861004370853
non_ec	PGP	chr16	2211593	2214840	-	242.23385298649
non_ec	CRTAP	chr3	33114014	33147773	+	242.159116756748
non_ec	AC108449.2	chr8	29055935	29056685	+	241.965041642389
non_ec	CBX6	chr22	38861422	38872249	-	241.629393697599
non_ec	RAB5B	chr12	55973913	55996683	+	241.453746222144
non_ec	AC024075.2	chr19	16633797	16635269	-	241.444832330924
non_ec	GATAD1	chr7	92447482	92460075	+	241.049767119561
non_ec	TMUB2	chr17	44186970	44191929	+	241.001313711694
non_ec	APOE	chr19	44905791	44909393	+	240.510076628543
non_ec	EIF4A3	chr17	80134369	80147151	-	240.413793406759
non_ec	ERGIC3	chr20	35542038	35557634	+	240.221562188564
non_ec	RBBP6	chr16	24537693	24572863	+	240.200068397298
non_ec	CACYBP	chr1	174999163	175012027	+	240.105332884526
non_ec	ISCU	chr12	108562582	108569368	+	239.986370609781
non_ec	COPS7A	chr12	6724014	6731875	+	239.959779352111
non_ec	TMEM129	chr4	1715952	1721358	-	239.890915630303
non_ec	RGL2	chr6	33291654	33298942	-	239.86251302993
non_ec	TMEM132A	chr11	60924460	60937159	+	239.674527424625
non_ec	MRGBP	chr20	62796473	62801729	+	239.23330753526
non_ec	IK	chr5	140647058	140662480	+	238.342944442752
non_ec	ZBTB12	chr6	31899613	31902086	-	237.921027351257
non_ec	RBBP7	chrX	16839283	16870362	-	237.904543423911
non_ec	OBSL1	chr2	219550728	219571859	-	237.616882233674
non_ec	CBX1	chr17	48070052	48101478	-	237.425932674196
non_ec	KLHL42	chr12	27780048	27803040	+	237.366539463465
non_ec	EXOSC8	chr13	36998816	37009614	+	237.175739905078
non_ec	TMEM250	chr9	136114581	136118875	-	237.088830443281
non_ec	TIMM10	chr11	57528464	57530803	-	237.079834190331
non_ec	C4orf46	chr4	158666675	158672255	-	236.85096582307
non_ec	CAP1	chr1	40040233	40072649	+	236.829004698099
non_ec	POP5	chr12	120578764	120581402	-	236.694069994919
non_ec	MRPL20-AS1	chr1	1399520	1402046	+	236.170265930944
non_ec	CARHSP1	chr16	8852942	8869012	-	236.160850995455
non_ec	CAVIN1	chr17	42402449	42423256	-	235.690914883964
non_ec	AKT1S1	chr19	49869033	49878459	-	235.578385631723
non_ec	MDH1	chr2	63588609	63607197	+	235.565336484382
non_ec	KIF22	chr16	29790719	29805384	+	235.186600423584
non_ec	DAZAP2	chr12	51238724	51271362	+	235.069287141444
non_ec	LSM8	chr7	118184144	118204035	+	235.035292731123
non_ec	RO60	chr1	193059454	193091777	+	235.019480317038
non_ec	PPP2CB	chr8	30774457	30814314	-	235.000050648783
non_ec	EFNA1	chr1	155127876	155134899	+	234.979142678869
non_ec	SDHAF1	chr19	35995188	35996312	+	234.976816035211
non_ec	DTYMK	chr2	241675747	241686944	-	234.422402931229
non_ec	CMTM6	chr3	32481312	32502852	-	234.342948435843
non_ec	PCDHB14	chr5	141222932	141227759	+	234.285140420419
non_ec	PCMTD2	chr20	64255695	64287821	+	234.171653714512
non_ec	TPM3	chr1	154155304	154194648	-	234.080545671479
non_ec	TOPORS	chr9	32540544	32552586	-	233.820558023093
non_ec	DDX23	chr12	48829756	48852842	-	233.462059207555
non_ec	DUSP12	chr1	161749758	161757238	+	233.432601008917
non_ec	VPS35	chr16	46656132	46689518	-	232.822487819949
non_ec	EIF2B4	chr2	27364352	27370457	-	232.556202688666
non_ec	PCDHB3	chr5	141100473	141103827	+	232.409069477175
non_ec	C11orf95	chr11	63759892	63768775	-	232.344223442801
non_ec	SPAG7	chr17	4959226	4967817	-	231.634176514049
non_ec	ATG12	chr5	115828200	115841837	-	231.300293558814
non_ec	ELOVL1	chr1	43363398	43368074	-	231.248190415844
non_ec	SREBF2	chr22	41833079	41907307	+	231.181615063874
non_ec	PRMT2	chr21	46635595	46665124	+	231.059069579581
non_ec	POLR2D	chr2	127843553	127858155	-	230.722127921553
non_ec	CTDSP2	chr12	57819927	57846729	-	230.590277140701
non_ec	UNG	chr12	109097597	109110992	+	230.271648157881
non_ec	DAG1	chr3	49468703	49535618	+	230.111601358948
non_ec	VAMP3	chr1	7771296	7781432	+	230.057168232086
non_ec	GRPEL2	chr5	149345430	149354583	+	229.8207690742
non_ec	ARRDC4	chr15	97960703	97973833	+	229.719195625961
non_ec	EIF3M	chr11	32583798	32606264	+	229.615429550042
non_ec	NSMF	chr9	137447570	137459334	-	229.253479849207
non_ec	GPATCH4	chr1	156594301	156601496	-	229.147752059128
non_ec	NIPSNAP2	chr7	55951793	56000181	+	228.887366594983
non_ec	DENR	chr12	122752824	122771064	+	228.859869395203
non_ec	TOMM40	chr19	44890569	44903689	+	228.827399601246
non_ec	VPS25	chr17	42773449	42779599	+	228.637158681383
non_ec	COX6B1	chr19	35648323	35658782	+	228.619118264729
non_ec	IRGQ	chr19	43584369	43596135	-	228.462611033086
non_ec	HOXA7	chr7	27153716	27157936	-	228.16791723944
non_ec	CSTF2T	chr10	51695486	51699595	-	228.161744322097
non_ec	ACP2	chr11	47239302	47248906	-	227.806146973997
non_ec	CNOT9	chr2	218568580	218597080	+	227.769499538663
non_ec	OS9	chr12	57693955	57721557	+	227.683815144113
non_ec	ABCF1	chr6	30571393	30597179	+	227.514981744352
non_ec	PDCD5	chr19	32581190	32587453	+	227.51454003091
non_ec	UQCRH	chr1	46303698	46316776	+	227.485876647197
non_ec	NAA50	chr3	113716458	113746300	-	227.369053215033
non_ec	SNRPB	chr20	2461634	2470853	-	227.218379695989
non_ec	DXO	chr6	31969810	31972290	-	227.006202916636
non_ec	CAMK2N2	chr3	184259213	184261553	-	226.929277236842
non_ec	DHX15	chr4	24517441	24584554	-	226.766821505134
non_ec	DHRS13	chr17	28897781	28903079	-	226.703603342989
non_ec	C9orf78	chr9	129827290	129835863	-	226.683051750725
non_ec	TSSC4	chr11	2400488	2403878	+	226.593590736839
non_ec	RSRC2	chr12	122503454	122527000	-	226.589977771878
non_ec	DCTN3	chr9	34613545	34620523	-	226.434230745819
non_ec	PRDX3	chr10	119167720	119178812	-	225.879331311697
non_ec	COASY	chr17	42561467	42566277	+	225.64595770169
non_ec	CPSF6	chr12	69239569	69274358	+	225.379396095629
non_ec	DYNLT1	chr6	158636474	158644743	-	225.349862709009
non_ec	TCF3	chr19	1609290	1652615	-	224.938537438971
non_ec	RTL8B	chrX	135020513	135022542	-	224.846228651496
non_ec	E2F1	chr20	33675477	33686385	-	224.601352214363
non_ec	RNF181	chr2	85595725	85597708	+	224.583907905314
non_ec	PAFAH1B3	chr19	42297033	42303546	-	224.529585588997
non_ec	PHF13	chr1	6613731	6624030	+	224.521461459211
non_ec	AL049840.6	chr14	103687576	103688127	+	224.512526154003
non_ec	ITPRID2	chr2	181891730	181930738	+	224.001729774685
non_ec	ZNF776	chr19	57746815	57758148	+	223.987622735696
non_ec	AC135050.6	chr16	31122235	31124064	+	223.964003009104
non_ec	TMEM248	chr7	66921225	66958551	+	223.915106550786
non_ec	SBDSP1	chr7	72829425	72836638	+	223.319214278265
non_ec	FAM8A1	chr6	17600302	17611715	+	223.195106445665
non_ec	NRBP2	chr8	143833583	143840973	-	223.072859718761
non_ec	PDE12	chr3	57556274	57566848	+	223.053923621012
non_ec	SLC20A1	chr2	112645939	112663825	+	223.042864181569
non_ec	EFNB3	chr17	7705202	7711372	+	222.981512978392
non_ec	MLX	chr17	42567072	42573239	+	222.956521536067
non_ec	AURKB	chr17	8204733	8210600	-	222.520469129056
non_ec	GOLM1	chr9	86026146	86100173	-	222.312085416789
non_ec	RFX5	chr1	151340640	151347326	-	222.156793204463
non_ec	COMMD2	chr3	149738472	149752495	-	221.886790746873
non_ec	MACROH2A1	chr5	135333900	135399914	-	221.401646397485
non_ec	MGAT4B	chr5	179797597	179806952	-	221.165783320744
non_ec	NSA2	chr5	74766991	74780113	+	221.154137253616
non_ec	USF2	chr19	35268962	35279821	+	220.829428517168
non_ec	ZNF3	chr7	100064033	100082548	-	220.386581477138
non_ec	DVL2	chr17	7225342	7234517	-	220.029583007704
non_ec	VDAC1	chr5	133971871	134004975	-	219.883356111238
non_ec	SUPT6H	chr17	28662198	28702679	+	219.451095673006
non_ec	BBS10	chr12	76344474	76348415	-	218.926494068431
non_ec	PRR3	chr6	30557280	30563723	+	218.669910522264
non_ec	FBRS	chr16	30658431	30670810	+	218.398829317635
non_ec	PCYOX1	chr2	70257386	70281185	+	218.236878103944
non_ec	TSR2	chrX	54440404	54448032	+	218.179707950626
non_ec	ADNP	chr20	50888916	50931437	-	218.141946644014
non_ec	MCRS1	chr12	49556544	49568145	-	217.997310483933
non_ec	IDH3G	chrX	153785766	153794523	-	217.791740773195
non_ec	PLRG1	chr4	154535005	154550400	-	217.454549519497
non_ec	DMAP1	chr1	44213455	44220681	+	217.297128702137
non_ec	SRP72	chr4	56467617	56503681	+	217.2724473741
non_ec	DDX24	chr14	94048287	94081212	-	217.197088580628
non_ec	UROD	chr1	45010950	45015575	+	216.979995848449
non_ec	FNDC4	chr2	27491883	27495200	-	216.684058440112
non_ec	MED22	chr9	133338312	133348131	-	216.649660980273
non_ec	MRPL16	chr11	59806140	59810778	-	216.633731539106
non_ec	UBQLN4	chr1	156035299	156053798	-	216.539354233878
non_ec	CZIB	chr1	53214099	53220634	-	216.186901283362
non_ec	CSE1L	chr20	49046246	49096960	+	216.181018793618
non_ec	HNRNPUL2	chr11	62712630	62727457	-	215.655950571159
non_ec	CAND1	chr12	67269358	67319953	+	215.413593278349
non_ec	SCAMP3	chr1	155255979	155262430	-	215.299334903137
non_ec	AC012306.2	chr2	127886556	127887185	+	214.810793235172
non_ec	LAX1	chr1	203765177	203776372	+	214.762091151057
non_ec	PAFAH1B2	chr11	117144284	117176894	+	214.637927176609
non_ec	SZRD1	chr1	16352575	16398145	+	214.524686738447
non_ec	API5	chr11	43311963	43344529	+	214.444168015053
non_ec	EIF3A	chr10	119033670	119080823	-	214.084423735433
non_ec	MARCHF9	chr12	57755103	57760411	+	214.036916019425
non_ec	C5orf51	chr5	41904188	41921636	+	213.51424847475
non_ec	ENTR1	chr9	136401922	136410614	-	213.152520791418
non_ec	FIS1	chr7	101239458	101252316	-	212.962380684175
non_ec	AC092747.4	chr12	27037100	27038960	+	212.835168563656
non_ec	EPB41L4A-AS1	chr5	112160526	112164818	+	212.786006244571
non_ec	VPS29	chr12	110491083	110502111	-	212.769221031079
non_ec	EHMT2	chr6	31879759	31897687	-	212.370438724366
non_ec	BUB3	chr10	123154402	123170467	+	212.29706172529
non_ec	MKRN1	chr7	140453033	140479536	-	212.075799903237
non_ec	PDHA1	chrX	19343893	19361718	+	212.006177131451
non_ec	ZMYM3	chrX	71239624	71255146	-	211.916636027352
non_ec	ZNF316	chr7	6637318	6658279	+	211.712564564778
non_ec	GADD45B	chr19	2476122	2478259	+	211.611828779951
non_ec	WDR45B	chr17	82614562	82648553	-	211.392518375773
non_ec	FAM122A	chr9	68780065	68785566	+	211.254798031703
non_ec	DPH3	chr3	16257061	16264969	-	211.196986241132
non_ec	CREBZF	chr11	85657990	85682908	-	211.103924334959
non_ec	SLC35B4	chr7	134289332	134316930	-	211.027378497442
non_ec	FN1	chr2	215360440	215436073	-	210.953780137195
non_ec	FGFR1	chr8	38400215	38468834	-	210.937836958875
non_ec	RPL36	chr19	5674947	5691875	+	210.616398095648
non_ec	RN7SL481P	chr7	143298516	143298814	+	210.568029808385
non_ec	THOC6	chr16	3024027	3027755	+	210.564230223825
non_ec	METTL26	chr16	634427	636366	-	210.478116430088
non_ec	USP19	chr3	49108046	49120938	-	210.452324090655
non_ec	TTC14	chr3	180602163	180617828	+	210.078480965439
non_ec	HGH1	chr8	144137774	144140851	+	209.798185103243
non_ec	TCEAL1	chrX	103628704	103630953	+	209.777560726004
non_ec	JPT2	chr16	1678256	1702280	+	209.584628718384
non_ec	PRKDC	chr8	47773111	47960178	-	208.815572903163
non_ec	RNF114	chr20	49936336	49953885	+	208.757429373675
non_ec	SNHG16	chr17	76557764	76565348	+	208.407500594661
non_ec	PPP1R26	chr9	135479079	135488893	+	208.064650949364
non_ec	PPP1R18	chr6	30676389	30687895	-	208.013973845687
non_ec	LSM7	chr19	2321520	2328611	-	207.574571785885
non_ec	COX6A1	chr12	120438090	120440737	+	207.494550749149
non_ec	FBL	chr19	39834458	39846379	-	207.422254378203
non_ec	CDK5	chr7	151053815	151057897	-	207.177691395859
non_ec	LMAN1	chr18	59327823	59359265	-	207.176703369437
non_ec	ID1	chr20	31605283	31606515	+	207.101447913272
non_ec	ARMCX6	chrX	101615118	101618001	-	206.986301856048
non_ec	C9orf16	chr9	128160265	128163924	+	206.902496566115
non_ec	RSL24D1	chr15	55180806	55197049	-	206.79761988427
non_ec	BX255925.3	chr9	137217452	137219361	+	206.612122594477
non_ec	SREK1	chr5	66139971	66183615	+	205.060599856192
non_ec	RELA	chr11	65653597	65663090	-	204.93390916193
non_ec	NUBP2	chr16	1782932	1789186	+	204.711045313545
non_ec	FAM50A	chrX	154444141	154450654	+	204.663229070536
non_ec	GMNN	chr6	24774931	24786099	+	204.508011901541
non_ec	THAP5	chr7	108554543	108569750	-	204.476729415766
non_ec	TRA2A	chr7	23504780	23532041	-	204.372907343035
non_ec	SELENOK	chr3	53884417	53891962	-	204.313526194813
non_ec	UBE2A	chrX	119574536	119591083	+	204.209256239584
non_ec	HMGB1	chr13	30456704	30617597	-	204.171331792244
non_ec	AL353804.1	chrX	73948973	73949558	+	204.072115153099
non_ec	TXLNA	chr1	32179675	32198285	+	203.855951321743
non_ec	IPO7	chr11	9384652	9448127	+	203.37079676695
non_ec	TIMM8A	chrX	101345661	101348742	-	203.228851173834
non_ec	MAPK11	chr22	50263713	50270767	-	203.199599948862
non_ec	SLC16A1	chr1	112911847	112957013	-	203.120860172817
non_ec	HARS1	chr5	140673035	140691537	-	203.094842272847
non_ec	RBBP9	chr20	18486540	18497225	-	202.995686248721
non_ec	EPOP	chr17	38671703	38674957	-	202.693377725366
non_ec	MIEF1	chr22	39499432	39518132	+	202.664203074523
non_ec	PAXBP1	chr21	32733899	32771792	-	202.562792621624
non_ec	STK25	chr2	241492670	241509730	-	202.546578070501
non_ec	DLST	chr14	74881891	74903743	+	202.511203702161
non_ec	POGLUT3	chr11	108472112	108498384	-	202.17334004123
non_ec	ZBTB18	chr1	244048939	244057476	+	202.164005759494
non_ec	MON1B	chr16	77190835	77202398	+	202.140895620787
non_ec	LRRTM2	chr5	138868921	138875368	-	202.122682035534
non_ec	PDCD2	chr6	170575295	170584692	-	202.094914993489
non_ec	GSPT1	chr16	11868128	11916082	-	202.078114930199
non_ec	UBA2	chr19	34428352	34471251	+	202.070217460066
non_ec	TSN	chr2	121737103	121767853	+	202.068302751994
non_ec	GRN	chr17	44345246	44353106	+	201.923906295102
non_ec	B4GALT3	chr1	161171310	161177968	-	201.879799580563
non_ec	SLC25A4	chr4	185143266	185150382	+	201.744703121674
non_ec	FOXRED2	chr22	36487190	36507043	-	201.621730942039
non_ec	SARS1	chr1	109213918	109238182	+	201.592709390696
non_ec	SLC35B1	chr17	49700934	49709014	-	201.424711530446
non_ec	CES2	chr16	66934444	66945096	+	201.262914136367
non_ec	DCTN1	chr2	74361154	74392087	-	201.246711376212
non_ec	ERP29	chr12	112013348	112023449	+	201.237586226828
non_ec	AC012073.1	chr2	24825610	24826717	+	201.102869302761
non_ec	RDH11	chr14	67676800	67695793	-	201.062302687725
non_ec	PPIF	chr10	79347469	79355334	+	200.982654070514
non_ec	TRAM1	chr8	70573218	70608416	-	200.942827287043
non_ec	TP53RK	chr20	46684365	46689444	-	200.602802629521
non_ec	MED28	chr4	17614641	17634105	+	200.512653078043
non_ec	RBM14	chr11	66616626	66629934	+	200.432222061639
non_ec	PCED1A	chr20	2835314	2841190	-	200.243233437369
non_ec	MEN1	chr11	64803510	64811294	-	199.861776067603
non_ec	SELENOS	chr15	101270817	101277500	-	199.828368012395
non_ec	MAFG	chr17	81918270	81927735	-	199.824527365264
non_ec	ABHD11	chr7	73736094	73738867	-	199.680351906799
non_ec	CTSB	chr8	11842524	11869533	-	199.679128392634
non_ec	MCM5	chr22	35400134	35425431	+	199.641906614035
non_ec	ACSL3	chr2	222860942	222944639	+	199.423792392444
non_ec	ZNF513	chr2	27377235	27380790	-	199.310083783261
non_ec	COPG1	chr3	129249606	129277773	+	199.286571116224
non_ec	ARRDC1-AS1	chr9	137615332	137618906	-	199.281217626253
non_ec	AL391422.4	chr6	3751111	3753871	+	199.145867446363
non_ec	NEFL	chr8	24950955	24956721	-	199.10844232201
non_ec	C8orf82	chr8	144525733	144529132	-	199.023098527429
non_ec	MAP3K4-AS1	chr6	160990318	160992342	-	199.002146746836
non_ec	TBCB	chr19	36114289	36125947	+	198.979394181877
non_ec	ABHD17A	chr19	1876810	1885496	-	198.875867327399
non_ec	ARL8A	chr1	202133404	202144743	-	198.585402355971
non_ec	EBLN3P	chr9	37079645	37090928	+	198.55126303462
non_ec	THAP7	chr22	20999104	21002196	-	198.310616099902
non_ec	RFNG	chr17	82047902	82051831	-	198.064519803299
non_ec	TIMP3	chr22	32801705	32863041	+	198.043961167987
non_ec	FZD8	chr10	35638249	35642278	-	197.86747737065
non_ec	TAF1C	chr16	84177847	84187070	-	197.862064986916
non_ec	RPL31	chr2	101002229	101024032	+	197.83968285918
non_ec	ABCA2	chr9	137007234	137028922	-	197.815640598731
non_ec	ARFIP2	chr11	6474683	6481479	-	197.547268360703
non_ec	NDFIP1	chr5	142108779	142154440	+	197.187718521306
non_ec	TMEM14C	chr6	10722915	10731129	+	197.127739828195
non_ec	FYTTD1	chr3	197737179	197787596	+	197.063468041065
non_ec	BEX4	chrX	103215108	103217246	+	197.010967524338
non_ec	BAZ1B	chr7	73440406	73522293	-	196.971827176104
non_ec	GHITM	chr10	84139509	84153568	+	196.842930625174
non_ec	FKBP1A	chr20	1368977	1393164	-	196.756853871255
non_ec	AGAP2	chr12	57723761	57742157	-	196.62388535368
non_ec	IFT22	chr7	101310914	101321823	-	196.286623342399
non_ec	PTAR1	chr9	69709522	69760011	-	196.243912098001
non_ec	CKAP5	chr11	46743048	46846308	-	196.225852191325
non_ec	MLLT6	chr17	38705273	38729795	+	196.141164105306
non_ec	INTS1	chr7	1470277	1504389	-	196.046480937487
non_ec	NKTR	chr3	42600655	42648735	+	195.97927415645
non_ec	TRO	chrX	54920462	54931431	+	195.358439307771
non_ec	AL049838.1	chr14	57993545	57994525	-	194.991412106752
non_ec	MAP2K1	chr15	66386837	66491544	+	194.897972753581
non_ec	YES1	chr18	721588	812546	-	194.661776343467
non_ec	GET3	chr19	12737139	12748323	+	194.64166863263
non_ec	WBP2	chr17	75845699	75856507	-	194.340225967071
non_ec	HTRA2	chr2	74529725	74533332	+	194.304658708896
non_ec	PEX19	chr1	160276807	160286348	-	194.237222356267
non_ec	SUMF2	chr7	56064002	56080670	+	194.231746205669
non_ec	CDKN1C	chr11	2883213	2885775	-	194.115682634298
non_ec	DNAJC19	chr3	180983709	180989774	-	194.109743138664
non_ec	DNAJA2	chr16	46955362	46973674	-	193.887757076624
non_ec	SLC1A4	chr2	64988477	65023865	+	193.868917033038
non_ec	OGT	chrX	71533104	71575892	+	193.734796645987
non_ec	NKAPD1	chr11	112074086	112085150	+	193.676196913065
non_ec	RTL5	chrX	72127110	72131901	-	193.367187366857
non_ec	KRR1	chr12	75490863	75511636	-	193.35696166358
non_ec	NR2C2AP	chr19	19201409	19203414	-	193.305743433029
non_ec	ZFPL1	chr11	65084210	65088398	+	193.262192671859
non_ec	LIMA1	chr12	50175788	50283546	-	193.120292901672
non_ec	FOXC1	chr6	1609915	1613897	+	192.690506990372
non_ec	LRRC37BP1	chr17	30631755	30637466	+	192.527184647247
non_ec	ZBTB39	chr12	56998836	57006546	-	192.52038814023
non_ec	TARS1	chr5	33440696	33468091	+	192.423926467462
non_ec	C19orf48	chr19	50797704	50804929	-	192.199804763337
non_ec	DBNL	chr7	44044640	44069456	+	192.157775904502
non_ec	BCS1L	chr2	218658764	218663443	+	192.081081934935
non_ec	PTPN11	chr12	112418351	112509918	+	191.928781386633
non_ec	UBE2G2	chr21	44768580	44801826	-	191.597164854214
non_ec	MBD1	chr18	50266882	50281774	-	191.573746086714
non_ec	TMEM33	chr4	41935129	41960803	+	191.495199417816
non_ec	SLC2A1	chr1	42925353	42958893	-	191.157721823129
non_ec	MOCS2	chr5	53095679	53110063	-	191.153911012392
non_ec	ABHD2	chr15	89087459	89202355	+	190.993909982646
non_ec	IFITM3	chr11	319676	327537	-	190.921556939724
non_ec	PNPLA2	chr11	818914	825573	+	190.733984854575
non_ec	AC010326.4	chr19	57867885	57868775	+	190.658625042755
non_ec	SRSF4	chr1	29147743	29181900	-	190.236601950451
non_ec	SOCS4	chr14	55027230	55049489	+	190.201909197773
non_ec	PARK7	chr1	7954291	7985505	+	190.194293001537
non_ec	MMGT1	chrX	135962070	135974063	-	190.151102578966
non_ec	NAT8L	chr4	2059327	2069089	+	190.061322459468
non_ec	TAF9	chr5	69364743	69370013	-	190.041846825876
non_ec	TP73-AS1	chr1	3735511	3747373	-	190.032932114933
non_ec	ETF1	chr5	138506095	138543236	-	189.969536918023
non_ec	CDK1	chr10	60778331	60794852	+	189.948173845086
non_ec	ATP6AP2	chrX	40579372	40606848	+	189.582269961767
non_ec	INE1	chrX	47204921	47205865	+	189.294334625229
non_ec	CBLL1	chr7	107743949	107761667	+	189.282983437932
non_ec	LY6E	chr8	143017982	143023832	+	189.276128973265
non_ec	WSB2	chr12	118032687	118062430	-	189.162332137695
non_ec	LIN7C	chr11	27494418	27506769	-	189.045536146464
non_ec	ARL1	chr12	101393116	101407772	-	188.998951170778
non_ec	TIMP4	chr3	12153068	12158912	-	188.844985254882
non_ec	ZNF687	chr1	151281618	151292176	+	188.725649180099
non_ec	SBF1	chr22	50445000	50475035	-	188.545411456744
non_ec	AL118516.1	chr22	46761894	46762563	-	188.405733795091
non_ec	SCAF1	chr19	49642209	49658642	+	188.212552699464
non_ec	COA5	chr2	98599314	98608515	-	188.078293382637
non_ec	LRATD2	chr8	126552443	126558478	-	187.568588530612
non_ec	KXD1	chr19	18557762	18569387	+	187.567150452512
non_ec	DPM3	chr1	155139891	155140595	-	187.560202091047
non_ec	DCTN5	chr16	23641466	23677472	+	187.541698012591
non_ec	BRIX1	chr5	34915677	34925996	+	187.501982831972
non_ec	LINC01003	chr7	152463786	152465549	+	187.383075295907
