group	gene	chrom	start	end	strand	gex
ec_tran_only	SNX11	chr17	48103357	48123601	+	38.9906200334492
ec_tran_only	AC145207.5	chr17	81878425	81881106	-	38.9665604098584
ec_tran_only	JADE3	chrX	46912276	47061242	+	38.9623067009646
ec_tran_only	CHMP3	chr2	86503430	86563479	-	38.9610530104353
ec_tran_only	OTUD4	chr4	145110838	145180589	-	38.9408264081605
ec_tran_only	USP27X-AS1	chrX	49876724	49879241	-	38.9336549063127
ec_tran_only	PIGH	chr14	67581955	67600286	-	38.9288915465472
ec_tran_only	ZNF8	chr19	58278955	58302791	+	38.9260099929122
ec_tran_only	ORC4	chr2	147930396	148021604	-	38.9013416982828
ec_tran_only	AC060780.1	chr17	43148368	43171037	-	38.8922888975015
ec_tran_only	AC234775.2	chrX	101627868	101628523	+	38.8534391815068
ec_tran_only	ARHGEF2	chr1	155946851	156007070	-	38.850814751911
ec_tran_only	ANKRD13B	chr17	29589769	29614761	+	38.8496980079248
ec_tran_only	PLEKHF2	chr8	95133785	95156685	+	38.8422726335415
ec_tran_only	MAN1A1	chr6	119177205	119349761	-	38.8375831082353
ec_tran_only	PSPH	chr7	56011051	56051604	-	38.8049914789461
ec_tran_only	CDC42EP4	chr17	73283624	73312005	-	38.7854780741051
ec_tran_only	AC139795.3	chr5	177554824	177555364	+	38.7129919831249
ec_tran_only	HELZ	chr17	67070444	67245989	-	38.7043509012754
ec_tran_only	TMEM14A	chr6	52671113	52686588	+	38.6795178985761
ec_tran_only	VKORC1	chr16	31090842	31095980	-	38.6520516599428
ec_tran_only	GPX3	chr5	151020438	151028992	+	38.5915695927788
ec_tran_only	ZNF322	chr6	26634383	26659752	-	38.5793357161367
ec_tran_only	LINC00667	chr18	5237826	5290608	+	38.5620875150362
ec_tran_only	ZFYVE21	chr14	103715730	103733668	+	38.5499341221594
ec_tran_only	AC093673.2	chr7	143363899	143364229	+	38.5291777187465
ec_tran_only	PHF20L1	chr8	132775358	132848807	+	38.5282777552525
ec_tran_only	AC090517.2	chr15	56729932	56730611	-	38.5214231002557
ec_tran_only	DENND10	chr10	119104086	119137984	+	38.5196681058558
ec_tran_only	EIF2AK3	chr2	88556741	88627464	-	38.4789780938842
ec_tran_only	AGAP3	chr7	151085831	151144436	+	38.47027310771
ec_tran_only	LNPEP	chr5	96935394	97037513	+	38.4671285974299
ec_tran_only	CD47	chr3	108043091	108091862	-	38.4634678126753
ec_tran_only	ZNF280A	chr22	22513736	22520270	-	38.4236274654539
ec_tran_only	AC008966.1	chr5	53109816	53127673	+	38.4063583687521
ec_tran_only	P2RY11	chr19	10111693	10115372	+	38.3989476597985
ec_tran_only	MAU2	chr19	19320829	19358754	+	38.3970965902524
ec_tran_only	RAB11A	chr15	65726054	65891989	+	38.3968025068623
ec_tran_only	CCDC102A	chr16	57512181	57536571	-	38.3804916124264
ec_tran_only	LENG8-AS1	chr19	54444807	54449045	-	38.3787554507539
ec_tran_only	ZP3	chr7	76397518	76442071	+	38.3540152995813
ec_tran_only	ECH1	chr19	38815422	38831841	-	38.3453919847022
ec_tran_only	ZNF101	chr19	19668796	19683509	+	38.3405240713038
ec_tran_only	TRAPPC13	chr5	65625004	65666233	+	38.337888660501
ec_tran_only	FICD	chr12	108515277	108525837	+	38.3375733263007
ec_tran_only	AP006621.3	chr11	777578	784297	+	38.3167345489295
ec_tran_only	IFT46	chr11	118544528	118572970	-	38.3164315923486
ec_tran_only	GCFC2	chr2	75652000	75710985	-	38.3093206609051
ec_tran_only	ZMIZ2	chr7	44748581	44769881	+	38.3074399646486
ec_tran_only	FAM160A2	chr11	6211345	6234711	-	38.2973361103646
ec_tran_only	SPTLC2	chr14	77505997	77616637	-	38.2957244776691
ec_tran_only	THNSL1	chr10	25016612	25026664	+	38.2545497534533
ec_tran_only	ACSL1	chr4	184755595	184826818	-	38.2498710144927
ec_tran_only	SLC25A17	chr22	40769630	40819399	-	38.2229132433956
ec_tran_only	DAB2	chr5	39371675	39462300	-	38.2197464922767
ec_tran_only	ZNF234	chr19	44141554	44160313	+	38.2141698790046
ec_tran_only	BIVM	chr13	102799119	102841533	+	38.2093835485388
ec_tran_only	C15orf40	chr15	82988441	83011641	-	38.1794617250958
ec_tran_only	CERS5	chr12	50129289	50167533	-	38.1513725365443
ec_tran_only	AC068870.2	chr15	80999593	80999981	-	38.1397777551105
ec_tran_only	MAPK6	chr15	51952106	52067375	+	38.1168759590887
ec_tran_only	RECQL5	chr17	75626845	75667189	-	38.1132642914126
ec_tran_only	CCS	chr11	66593153	66606019	+	38.100494056203
ec_tran_only	MMD	chr17	55392622	55421924	-	38.1002293450174
ec_tran_only	AC093827.4	chr4	86924630	86936202	-	38.0785786755747
ec_tran_only	BBS7	chr4	121824329	121870487	-	38.0757085883246
ec_tran_only	AC245060.7	chr22	22298124	22329122	+	38.0637848358553
ec_tran_only	C11orf71	chr11	114391443	114400511	-	38.0429491695937
ec_tran_only	PYGO1	chr15	55538884	55588947	-	38.0396510185024
ec_tran_only	ZNF816	chr19	52949379	52962911	-	38.0280259919622
ec_tran_only	GATA2	chr3	128479427	128493201	-	38.0210399914665
ec_tran_only	MTX2	chr2	176269395	176338025	+	38.013315672143
ec_tran_only	TAF15	chr17	35713791	35864615	+	38.0085242745432
ec_tran_only	ICAM5	chr19	10289952	10296778	+	37.9967859599171
ec_tran_only	DIAPH1	chr5	141515016	141619055	-	37.9904374844461
ec_tran_only	KIF18A	chr11	28020619	28108156	-	37.9857072884103
ec_tran_only	RNF115	chr1	145738868	145824095	-	37.9800345557118
ec_tran_only	FAAP24	chr19	32972209	32978229	+	37.9715675629365
ec_tran_only	AC016876.3	chr17	7557820	7558245	-	37.9575356523374
ec_tran_only	SYNGR1	chr22	39349925	39385575	+	37.9559855931262
ec_tran_only	AC064836.2	chr2	202374932	202375604	-	37.9269797080344
ec_tran_only	AL162595.1	chr1	229256892	229271242	-	37.900718595292
ec_tran_only	PPP1R12A-AS1	chr12	79934901	79942712	+	37.896645199443
ec_tran_only	NOSIP	chr19	49555468	49590262	-	37.8920706889089
ec_tran_only	TET3	chr2	73986404	74108176	+	37.8907561733292
ec_tran_only	SLC12A4	chr16	67943474	67969601	-	37.8896297119461
ec_tran_only	IFNGR2	chr21	33403413	33479348	+	37.8892367698908
ec_tran_only	ACBD5	chr10	27168135	27243046	-	37.8763777973592
ec_tran_only	PANK2	chr20	3888839	3929882	+	37.8598096104446
ec_tran_only	ODR4	chr1	186375838	186421378	+	37.8553829281092
ec_tran_only	NUDT9	chr4	87422573	87459455	+	37.851660765894
ec_tran_only	UBE2H	chr7	129830732	129952960	-	37.8407429221537
ec_tran_only	CASKIN1	chr16	2177180	2196605	-	37.8184399495206
ec_tran_only	ZNF414	chr19	8509678	8514167	-	37.7989250757443
ec_tran_only	TTC1	chr5	160009113	160065543	+	37.7926900086146
ec_tran_only	CCDC6	chr10	59788747	59906556	-	37.7726914306233
ec_tran_only	TMEM171	chr5	73120569	73131809	+	37.7320437710648
ec_tran_only	XRCC1	chr19	43543311	43580473	-	37.7209823710259
ec_tran_only	GPR179	chr17	38324571	38343956	-	37.7135532072949
ec_tran_only	BDP1	chr5	71455651	71567820	+	37.699672425788
ec_tran_only	POT1	chr7	124822386	124929983	-	37.6962982762536
ec_tran_only	ZFP37	chr9	113038377	113056759	-	37.6886478809488
ec_tran_only	DENND4A	chr15	65658046	65792293	-	37.6879569072442
ec_tran_only	CAPZB	chr1	19338775	19485539	-	37.6655050156722
ec_tran_only	MTRF1	chr13	41216369	41263577	-	37.5986811943874
ec_tran_only	PGAP2	chr11	3797724	3826371	+	37.5874150708953
ec_tran_only	H4-16	chr12	14767999	14771131	-	37.5782347035742
ec_tran_only	AC068790.5	chr12	123969990	123970344	-	37.5644705836782
ec_tran_only	OXSR1	chr3	38165089	38255484	+	37.5501743125106
ec_tran_only	RAB24	chr5	177301198	177303744	-	37.5323971424028
ec_tran_only	VCPKMT	chr14	50108632	50116600	-	37.5215415520642
ec_tran_only	DCAKD	chr17	45023340	45061109	-	37.5199808098076
ec_tran_only	SAMM50	chr22	43955442	44010531	+	37.5161019597498
ec_tran_only	DMAC1	chr9	7796500	7888380	-	37.5068386398594
ec_tran_only	TRIT1	chr1	39838110	39883511	-	37.5049549232225
ec_tran_only	FZR1	chr19	3506311	3538334	+	37.5035396692685
ec_tran_only	TERF2	chr16	69355567	69408571	-	37.4978554191515
ec_tran_only	MYEF2	chr15	48134632	48178353	-	37.4964557766015
ec_tran_only	TSKU	chr11	76782251	76798153	+	37.4911426011411
ec_tran_only	CADM1	chr11	115169218	115504957	-	37.4900353037908
ec_tran_only	SLC25A24	chr1	108134043	108200849	-	37.4891466718084
ec_tran_only	FKTN	chr9	105558122	105653820	+	37.4862077008297
ec_tran_only	CCDC142	chr2	74471986	74483408	-	37.4797413348855
ec_tran_only	CREB3L2	chr7	137874979	138002086	-	37.460635383828
ec_tran_only	SAFB2	chr19	5586999	5624046	-	37.4211554043631
ec_tran_only	WDTC1	chr1	27234632	27308636	+	37.4152065347198
ec_tran_only	SNHG11	chr20	38446343	38450940	+	37.3905015222998
ec_tran_only	NCR3LG1	chr11	17351800	17377341	+	37.3895918167783
ec_tran_only	UBE4B	chr1	10032832	10181239	+	37.373111930143
ec_tran_only	L3MBTL2	chr22	41205282	41231271	+	37.3695680569818
ec_tran_only	RHOT1	chr17	32142454	32253374	+	37.3577572407575
ec_tran_only	ZNF100	chr19	21722771	21767579	-	37.33533885512
ec_tran_only	GLB1L	chr2	219236598	219245478	-	37.3351748971781
ec_tran_only	RNF146	chr6	127266682	127288567	+	37.3345349142069
ec_tran_only	AL359378.1	chr6	8341937	8389183	-	37.3332965314163
ec_tran_only	OGDH	chr7	44606572	44709066	+	37.3308338477237
ec_tran_only	RHBDF2	chr17	76470891	76501790	-	37.2590671436573
ec_tran_only	EXD2	chr14	69191511	69244020	+	37.2540131602099
ec_tran_only	TOP3B	chr22	21957025	21982813	-	37.241477572448
ec_tran_only	TNFRSF19	chr13	23570370	23676104	+	37.2250394338357
ec_tran_only	CDS2	chr20	5126879	5197887	+	37.2201382211699
ec_tran_only	NDNF	chr4	121035613	121073021	-	37.2175003888706
ec_tran_only	CD2AP	chr6	47477789	47627263	+	37.2148489147737
ec_tran_only	DSTYK	chr1	205142505	205211702	-	37.2144372766461
ec_tran_only	DRG1	chr22	31399604	31530634	+	37.1908540561787
ec_tran_only	USP12	chr13	27066156	27171811	-	37.1805244157181
ec_tran_only	UFSP1	chr7	100888721	100889715	-	37.1614852527366
ec_tran_only	AC007881.3	chr2	71067519	71068125	-	37.1538273287051
ec_tran_only	APOL2	chr22	36226209	36239954	-	37.1474002346058
ec_tran_only	DPY19L1	chr7	34928876	35038271	-	37.1353437899839
ec_tran_only	LAS1L	chrX	65438549	65534810	-	37.1322260545647
ec_tran_only	SPAST	chr2	32063556	32157637	+	37.1213400458153
ec_tran_only	TMEM184C	chr4	147617386	147672044	+	37.1199712606411
ec_tran_only	SPTLC1	chr9	92000087	92115413	-	37.1172555699257
ec_tran_only	TNNC1	chr3	52451100	52454041	-	37.1115102445719
ec_tran_only	AL441992.1	chr9	128724445	128733194	+	37.1086544045021
ec_tran_only	INTS8	chr8	94813311	94881746	+	37.0815903295991
ec_tran_only	ZNF417	chr19	57900296	57916610	-	37.0773724686207
ec_tran_only	LATS1	chr6	149658153	149718105	-	37.0634888138651
ec_tran_only	USP13	chr3	179653040	179789401	+	37.0515355925583
ec_tran_only	RTF2	chr20	56468585	56519449	+	37.0442745139323
ec_tran_only	AGO1	chr1	35869808	35930532	+	37.0424225679512
ec_tran_only	ZNF436-AS1	chr1	23368997	23371839	+	37.0406850531121
ec_tran_only	LRP12	chr8	104489231	104589024	-	37.0358516455922
ec_tran_only	DPH7	chr9	137554444	137578925	-	37.0351092304647
ec_tran_only	MT1A	chr16	56638666	56640087	+	36.9993140013392
ec_tran_only	AL080276.2	chr6	152983331	152991322	+	36.996247411111
ec_tran_only	ZNF304	chr19	57351271	57359898	+	36.9855684052053
ec_tran_only	AJM1	chr9	136844415	136848801	+	36.9467295449284
ec_tran_only	SIRT2	chr19	38878555	38899862	-	36.9194428196531
ec_tran_only	AGGF1	chr5	77029251	77065234	+	36.9097891367443
ec_tran_only	HSPG2	chr1	21822244	21937310	-	36.9079669708824
ec_tran_only	CDR2L	chr17	74987632	75005800	+	36.8677663275621
ec_tran_only	PKIA	chr8	78516340	78605267	+	36.8650871346102
ec_tran_only	RANBP9	chr6	13621498	13711835	-	36.8304356408462
ec_tran_only	ANKS6	chr9	98731329	98796965	-	36.8085908634511
ec_tran_only	SASS6	chr1	100083563	100132955	-	36.7670787037838
ec_tran_only	ST3GAL2	chr16	70375977	70439237	-	36.7564437747556
ec_tran_only	OSBPL8	chr12	76351797	76559809	-	36.7563713173422
ec_tran_only	LMBRD2	chr5	36098407	36151887	-	36.755648591208
ec_tran_only	FLVCR1	chr1	212858275	212899363	+	36.7520567026321
ec_tran_only	BNIP1	chr5	173144442	173164387	+	36.738208172858
ec_tran_only	FAM133B	chr7	92560758	92590393	-	36.7303556736032
ec_tran_only	FNTA	chr8	43034194	43085788	+	36.726612782915
ec_tran_only	NUP133	chr1	229440259	229508341	-	36.7210796800054
ec_tran_only	CREB1	chr2	207529737	207605988	+	36.7142525663599
ec_tran_only	PCOLCE	chr7	100602363	100608175	+	36.7123093357928
ec_tran_only	TMEM80	chr11	695428	705028	+	36.6737851942352
ec_tran_only	KMT2E	chr7	105014190	105115019	+	36.6683772454721
ec_tran_only	PHF8	chrX	53936676	54048958	-	36.6676847557064
ec_tran_only	DNPEP	chr2	219372043	219400022	-	36.66095146969
ec_tran_only	SYS1	chr20	45361937	45376798	+	36.6330552419602
ec_tran_only	CEP85	chr1	26234200	26278808	+	36.6165904442848
ec_tran_only	RNF14	chr5	141958328	141990292	+	36.6158592674498
ec_tran_only	ZFYVE27	chr10	97737121	97760907	+	36.608866302464
ec_tran_only	ACKR3	chr2	236567787	236582354	+	36.6031501220729
ec_tran_only	CENPA	chr2	26764289	26801067	+	36.6018249690336
ec_tran_only	NFATC3	chr16	68084751	68229259	+	36.5976727177797
ec_tran_only	LINC00638	chr14	104821201	104823718	+	36.562963494988
ec_tran_only	PRICKLE3	chrX	49174802	49186528	-	36.551864782977
ec_tran_only	EPHA2	chr1	16124337	16156069	-	36.5478593479553
ec_tran_only	OTUD3	chr1	19882395	19912945	+	36.5056849111827
ec_tran_only	TCEA3	chr1	23380909	23424748	-	36.4958812435841
ec_tran_only	CXADR	chr21	17513043	17593579	+	36.4916859894892
ec_tran_only	AC026471.2	chr16	31508464	31509560	+	36.4909572211612
ec_tran_only	SEC24D	chr4	118722823	118838683	-	36.462335543264
ec_tran_only	DUSP14	chr17	37489891	37513501	+	36.4423692724402
ec_tran_only	USF3	chr3	113648385	113696646	-	36.4164995670247
ec_tran_only	INTS6	chr13	51354077	51454264	-	36.4141408103104
ec_tran_only	EXO5	chr1	40508741	40516556	+	36.4036952086187
ec_tran_only	ORAI1	chr12	121626550	121642677	+	36.4034454952119
ec_tran_only	GEMIN7	chr19	45079195	45091518	+	36.3968798759585
ec_tran_only	POM121C	chr7	75416786	75486299	-	36.385606681867
ec_tran_only	RMDN1	chr8	86468257	86514357	-	36.372271436852
ec_tran_only	AL135905.1	chr6	63571005	63572408	-	36.3500740871726
ec_tran_only	AC010336.7	chr19	7944241	7945400	+	36.3477408399377
ec_tran_only	CEP290	chr12	88049016	88142099	-	36.3453580687738
ec_tran_only	DUSP28	chr2	240560054	240565256	+	36.3452571265221
ec_tran_only	GASK1B	chr4	158124474	158173318	-	36.3344509162338
ec_tran_only	NXPE3	chr3	101779202	101828231	+	36.3211390063552
ec_tran_only	TRMU	chr22	46330875	46357340	+	36.2758387897489
ec_tran_only	APPL2	chr12	105173297	105236203	-	36.2649531123861
ec_tran_only	AC010378.1	chr5	139503242	139511374	+	36.2520896037903
ec_tran_only	RAB3GAP2	chr1	220148293	220272453	-	36.2176132565263
ec_tran_only	C1orf198	chr1	230837119	230869589	-	36.2005479337611
ec_tran_only	PANK2-AS1	chr20	3888239	3888868	-	36.1861164284549
ec_tran_only	PYGB	chr20	25248085	25298012	+	36.1746208294861
ec_tran_only	RNF213	chr17	80260866	80398786	+	36.1727619200475
ec_tran_only	TRIM44	chr11	35662775	35818007	+	36.1689703095621
ec_tran_only	TMEM161B	chr5	88189633	88269476	-	36.1689250030758
ec_tran_only	VMP1	chr17	59707192	59842255	+	36.1631654028052
ec_tran_only	AC135050.5	chr16	31118078	31118747	+	36.163012319156
ec_tran_only	AFDN	chr6	167826922	167972023	+	36.1583644653537
ec_tran_only	VPS54	chr2	63892146	64019428	-	36.1577679496068
ec_tran_only	ARMC6	chr19	19033575	19060311	+	36.0974892435389
ec_tran_only	BNIP3L	chr8	26383054	26505636	+	36.0697753521565
ec_tran_only	SECISBP2L	chr15	48988476	49046447	-	36.058154301943
ec_tran_only	CHST11	chr12	104455295	104762014	+	36.0359373343154
ec_tran_only	AP3M2	chr8	42152946	42171673	+	36.0339328471333
ec_tran_only	RLF	chr1	40161387	40240921	+	35.9724371827891
ec_tran_only	NPC1	chr18	23506184	23586506	-	35.9704766404033
ec_tran_only	RGS2	chr1	192809039	192812275	+	35.9475296854052
ec_tran_only	DHX37	chr12	124946825	124989131	-	35.9465368895216
ec_tran_only	HPF1	chr4	169729470	169757944	-	35.9192403948627
ec_tran_only	CAMSAP1	chr9	135808487	135907546	-	35.8873376041003
ec_tran_only	TLCD4	chr1	95117355	95197607	+	35.8786007897062
ec_tran_only	CYFIP1	chr15	22867052	22981063	-	35.8742084981839
ec_tran_only	LRFN3	chr19	35935358	35946624	+	35.8702706401016
ec_tran_only	ASPSCR1	chr17	81976807	82017406	+	35.8686570651672
ec_tran_only	NUDT8	chr11	67627938	67629937	-	35.8646823713644
ec_tran_only	C6orf136	chr6	30647039	30653210	+	35.8519987003894
ec_tran_only	BBC3	chr19	47220822	47232766	-	35.8476296088936
ec_tran_only	POM121	chr7	72879365	72951440	+	35.8300359639717
ec_tran_only	HSPBP1	chr19	55262223	55280381	-	35.8070100772636
ec_tran_only	PLEKHA3	chr2	178480457	178516463	+	35.8039994059996
ec_tran_only	RAD51-AS1	chr15	40686183	40695107	-	35.7933176859932
ec_tran_only	RN7SKP80	chr22	42565048	42565330	-	35.7916789267958
ec_tran_only	HCG18	chr6	30286690	30327382	-	35.7874779229589
ec_tran_only	SERTAD2	chr2	64631621	64751005	-	35.7775069696629
ec_tran_only	AC097015.1	chr3	53196820	53197359	+	35.7417264276433
ec_tran_only	AP006621.2	chr11	781645	782105	+	35.7399896413329
ec_tran_only	ADAT2	chr6	143422832	143450695	-	35.7086081464548
ec_tran_only	FBXO38	chr5	148383935	148442836	+	35.7057249739112
ec_tran_only	ZFAND6	chr15	80059568	80138393	+	35.7034703706233
ec_tran_only	GLCE	chr15	69160584	69272217	+	35.6935891100173
ec_tran_only	PARD6A	chr16	67660946	67662774	+	35.6771247985128
ec_tran_only	HCN3	chr1	155277463	155289848	+	35.6687872922151
ec_tran_only	CCDC22	chrX	49235470	49250520	+	35.6606681444651
ec_tran_only	TMEM99	chr17	40819106	40836270	+	35.65884695136
ec_tran_only	ACOT9	chrX	23701055	23766475	-	35.6385978026879
ec_tran_only	DCAF8	chr1	160215715	160262549	-	35.6343602790052
ec_tran_only	DYRK1B	chr19	39825350	39834201	-	35.6265200844484
ec_tran_only	NRAV	chr12	120488079	120495946	-	35.6061852886951
ec_tran_only	HIP1R	chr12	122834453	122862961	+	35.6032928074501
ec_tran_only	RPIA	chr2	88691673	88750929	+	35.6026750805776
ec_tran_only	STRIP1	chr1	110031577	110074641	+	35.6000733022364
ec_tran_only	FDX1	chr11	110429948	110464884	+	35.5944491469594
ec_tran_only	TTI1	chr20	37983007	38033461	-	35.5903021197905
ec_tran_only	ADGRA3	chr4	22345071	22516066	-	35.5897035607698
ec_tran_only	PPP6R3	chr11	68460731	68615334	+	35.5782164678856
ec_tran_only	TXNL4A	chr18	79970813	80033949	-	35.564573521407
ec_tran_only	NECTIN1	chr11	119623408	119729200	-	35.5388388254334
ec_tran_only	AL132639.2	chr14	39265703	39267061	-	35.5292223266731
ec_tran_only	POLR3A	chr10	77969251	78029515	-	35.503138624393
ec_tran_only	SLC25A5-AS1	chrX	119465986	119469128	-	35.4951624774896
ec_tran_only	HOXB6	chr17	48595751	48604992	-	35.480266286888
ec_tran_only	KIFC2	chr8	144466043	144474202	+	35.4595634751567
ec_tran_only	ODF2	chr9	128455186	128501292	+	35.4066030251263
ec_tran_only	TMEM222	chr1	27322145	27336400	+	35.364519582191
ec_tran_only	OLMALINC	chr10	100373099	100454043	+	35.353533080376
ec_tran_only	ALG8	chr11	78100936	78139653	-	35.3507216029453
ec_tran_only	TET2	chr4	105145875	105279816	+	35.3032615950771
ec_tran_only	AC005730.2	chr17	20008051	20009234	-	35.2769897366466
ec_tran_only	TATDN3	chr1	212791828	212816830	+	35.2589674657846
ec_tran_only	NSL1	chr1	212726153	212791782	-	35.2387997353243
ec_tran_only	TTPAL	chr20	44475874	44494603	+	35.2206056472358
ec_tran_only	AL355472.3	chr1	234372186	234372811	+	35.2144226582366
ec_tran_only	PSMA3-AS1	chr14	58265365	58298134	-	35.2068968151328
ec_tran_only	RALY	chr20	33993646	34108308	+	35.2063540490645
ec_tran_only	MAP3K2-DT	chr2	127388184	127400580	+	35.1913500762528
ec_tran_only	GHET1	chr7	148987527	148989432	+	35.1610131915584
ec_tran_only	BRWD1	chr21	39184176	39321559	-	35.1301926937986
ec_tran_only	OARD1	chr6	41033627	41097787	-	35.1192957725467
ec_tran_only	RAB3GAP1	chr2	135052292	135176394	+	35.0888382138409
ec_tran_only	ADGRB2	chr1	31727117	31764893	-	35.0689283126005
ec_tran_only	HDDC2	chr6	125219962	125302078	-	35.0656698908688
ec_tran_only	SGSH	chr17	80206716	80220923	-	35.0584524137182
ec_tran_only	HEATR5B	chr2	36968383	37084372	-	35.0478402760837
ec_tran_only	MAN2A1	chr5	109689366	109869625	+	35.0471144330581
ec_tran_only	MGAT1	chr5	180784780	180815652	-	35.0406311271641
ec_tran_only	CEP83-DT	chr12	94460003	94462484	+	35.0305735939355
ec_tran_only	APBA3	chr19	3750772	3761692	-	35.0277862226528
ec_tran_only	FSD1	chr19	4304598	4323843	+	34.9936259253961
ec_tran_only	MED23	chr6	131573966	131628242	-	34.965994634922
ec_tran_only	SLC9B2	chr4	103019868	103085829	-	34.9495104591083
ec_tran_only	DTWD1	chr15	49621037	49656232	+	34.9458760400041
ec_tran_only	BCAR1	chr16	75228181	75268053	-	34.9438438589197
ec_tran_only	CAB39	chr2	230712842	230821075	+	34.9337029740801
ec_tran_only	RYK	chr3	134065303	134250859	-	34.9316044387176
ec_tran_only	DOCK11	chrX	118495898	118686163	+	34.9274325003238
ec_tran_only	CCDC85C	chr14	99500190	99604207	-	34.9185440464031
ec_tran_only	AKAP9	chr7	91940862	92110673	+	34.9086670738031
ec_tran_only	ZDHHC3	chr3	44915257	44976185	-	34.8610206305627
ec_tran_only	EDEM2	chr20	35115364	35147336	-	34.8558799097977
ec_tran_only	JADE1	chr4	128809700	128875224	+	34.8413308156309
ec_tran_only	AC023157.2	chr12	31729117	31731204	+	34.8027858030461
ec_tran_only	DNAJC9	chr10	73183362	73247255	-	34.7895297860007
ec_tran_only	SWSAP1	chr19	11374666	11376951	+	34.7860542119401
ec_tran_only	VPS26C	chr21	37223420	37267919	-	34.7795768327506
ec_tran_only	PAWR	chr12	79574979	79690964	-	34.7766622849896
ec_tran_only	FZD3	chr8	28494205	28574267	+	34.7670670306455
ec_tran_only	AC007066.2	chr9	122937623	122940333	+	34.7618994299871
ec_tran_only	SPATA5L1	chr15	45402336	45421415	+	34.7185691444006
ec_tran_only	LINC00173	chr12	116533422	116536518	+	34.7099008414435
ec_tran_only	MPP4	chr2	201644870	201698694	-	34.7062441235622
ec_tran_only	NCOA5	chr20	46060991	46089962	-	34.7019975298288
ec_tran_only	USP8	chr15	50424380	50514421	+	34.7017339305996
ec_tran_only	WNT5A	chr3	55465715	55490539	-	34.6955348568058
ec_tran_only	THOC1	chr18	214520	268050	-	34.6888282119327
ec_tran_only	PTPMT1	chr11	47565430	47573461	+	34.6841446591581
ec_tran_only	RBM38	chr20	57391396	57409333	+	34.6723071428987
ec_tran_only	ZNF486	chr19	20167214	20200488	+	34.6540194121641
ec_tran_only	CHUK	chr10	100188300	100229596	-	34.6478181963391
ec_tran_only	DICER1	chr14	95086228	95158010	-	34.6386576650375
ec_tran_only	ZC3H6	chr2	112275597	112340063	+	34.6352156735137
ec_tran_only	ARL6IP6	chr2	152717893	152762396	+	34.6343574542951
ec_tran_only	LINC01971	chr17	81480523	81481570	-	34.6133283994159
ec_tran_only	SLC25A25-AS1	chr9	128108581	128118693	-	34.5901866467031
ec_tran_only	ZC3HC1	chr7	130018287	130051451	-	34.5870357458744
ec_tran_only	SDC1	chr2	20200797	20225433	-	34.5569095312435
ec_tran_only	PPP3CB	chr10	73436433	73496024	-	34.5506003711761
ec_tran_only	THAP6	chr4	75513946	75550473	+	34.545075478986
ec_tran_only	AC020928.1	chr19	36773112	36777078	+	34.543967622686
ec_tran_only	MBTD1	chr17	51177425	51260163	-	34.5428436269367
ec_tran_only	AC107375.1	chr8	140505813	140508043	-	34.5391393711203
ec_tran_only	TPMT	chr6	18128311	18155077	-	34.5263643541153
ec_tran_only	FOSL2	chr2	28392448	28417317	+	34.524231104781
ec_tran_only	ZNF326	chr1	89995110	90035533	+	34.5001181612122
ec_tran_only	PDK1	chr2	172555373	172608669	+	34.4858874868379
ec_tran_only	SAR1B	chr5	134601149	134649271	-	34.4701323296307
ec_tran_only	HSD17B4	chr5	119452473	119637199	+	34.4517802967001
ec_tran_only	ARL3	chr10	102673731	102714397	-	34.4501687320525
ec_tran_only	ZNF592	chr15	84748592	84806445	+	34.4471092771653
ec_tran_only	RNF8	chr6	37353979	37394734	+	34.4379644099414
ec_tran_only	DGKE	chr17	56834107	56869567	+	34.4341977106819
ec_tran_only	ZNF516-DT	chr18	76495521	76498088	+	34.4275190456547
ec_tran_only	ZNF138	chr7	64794388	64833681	+	34.3979253715438
ec_tran_only	ZNF641	chr12	48337180	48351414	-	34.3936610858093
ec_tran_only	LONRF1	chr8	12721906	12756073	-	34.3771081872099
ec_tran_only	PIK3C3	chr18	41955234	42087830	+	34.3670483242007
ec_tran_only	ERN1	chr17	64039142	64130819	-	34.3382356133071
ec_tran_only	ACAD9	chr3	128879596	128916067	+	34.3361335720773
ec_tran_only	FBXW9	chr19	12688053	12696631	-	34.333474040259
ec_tran_only	ZBTB43	chr9	126805006	126838210	+	34.31565041026
ec_tran_only	COQ6	chr14	73949926	73963670	+	34.3039596363209
ec_tran_only	HIKESHI	chr11	86302211	86345943	+	34.2947250970098
ec_tran_only	FNDC3A	chr13	48975912	49209779	+	34.2905360445068
ec_tran_only	CNOT6	chr5	180494379	180578358	+	34.2794631919056
ec_tran_only	MBNL2	chr13	97221434	97394120	+	34.2757382304528
ec_tran_only	ZNF202	chr11	123723914	123741675	-	34.2659184633395
ec_tran_only	TMEM25	chr11	118531041	118547280	+	34.238088220336
ec_tran_only	TMEM94	chr17	75441159	75500452	+	34.2379016673674
ec_tran_only	AL137060.3	chr13	50125816	50128463	+	34.209722871096
ec_tran_only	ZSCAN18	chr19	58083838	58118427	-	34.2070553957466
ec_tran_only	C2CD2L	chr11	119102198	119118544	+	34.2049669589586
ec_tran_only	PPP2R3C	chr14	35085467	35122517	-	34.1952131586658
ec_tran_only	ABI2	chr2	203328280	203447728	+	34.1835853662336
ec_tran_only	EDC3	chr15	74630558	74696292	-	34.1546247678145
